FileName	Line	LNbr	EnjType
Quental,_Anthero_de__426n~~Despertar__1668.xml	me despierta. Y es noche. Es el dolor	11	B-cc_crossclause I-ex_subj_verb
Quental,_Anthero_de__426n~~Despertar__1668.xml	que vela como antes a mi lado.	12	I-cc_crossclause
Sarthou_Carreres,_Vicente__679n~~Abrasa_nuestras_almas...__2438.xml	manantial de bondad cuya grandeza	11	B-ex_subj_verb
Sarthou_Carreres,_Vicente__679n~~Abrasa_nuestras_almas...__2438.xml	culmina en la tragedia de la Cruz.	12	I-ex_subj_verb
López_Velarde,_Ramón__290n~~Mientras_muere_la_tarde__0964.xml	la llama de mi amor, yo me contento	11	B-pb_adj_prep
López_Velarde,_Ramón__290n~~Mientras_muere_la_tarde__0964.xml	con el hondo mirar de tus arcanos	12	B-pb_adj_noun I-pb_adj_prep
Dilio__497n~~A_ella__1856.xml	y la sangre del mártir inocente	11	B-ex_subj_verb
Dilio__497n~~A_ella__1856.xml	mancha su lecho virginal de espumas,	12	I-ex_subj_verb
Céspedes_de_Escaverino,_Úrsula__456n~~A_mi_esposo__1741.xml	y así como ellas al perderse unidas	11	B-ex_subj_verb
Céspedes_de_Escaverino,_Úrsula__456n~~A_mi_esposo__1741.xml	dan un solo gemido moribundo,	12	I-ex_subj_verb
Rodríguez_Embil,_Luis__225n~~El_poema_del_amor_y_de_la_muerte__0728__IV__03.xml	un instante de luz, y sobrepasa	8	B-ex_subj_verb I-ex_subj_verb
Rodríguez_Embil,_Luis__225n~~El_poema_del_amor_y_de_la_muerte__0728__IV__03.xml	nuestro entender, sin que jamás sepamos	9	B-ex_dobj_verb I-ex_subj_verb
Pichardo_y_Peralta,_Manuel_Serafín__227n~~El_gallo__0735.xml	Sultán de su comarca, le es vasallo	11	B-ex_subj_verb
Pichardo_y_Peralta,_Manuel_Serafín__227n~~El_gallo__0735.xml	el rival que le canta y que le envidia,	12	I-ex_subj_verb
Ugarte_y_Pages,_Francisco_Javier__342n~~Mi_pequeñez__1148.xml	¿merece el pecador que tu grandeza	11	B-ex_subj_verb
Ugarte_y_Pages,_Francisco_Javier__342n~~Mi_pequeñez__1148.xml	a remediar su pequeñez acuda,	12	I-ex_subj_verb
Herrera_y_Reissig,_Julio__363n~~Tríptico__1311__La_novicia__03.xml	huella de amor. Y mientras que los bronces	11	B-ex_subj_verb I-ex_dobj_verb
Herrera_y_Reissig,_Julio__363n~~Tríptico__1311__La_novicia__03.xml	se alegraban, brotaron tus pupilas	12	B-ex_subj_verb I-ex_subj_verb
Santos_Álvarez,_Miguel_de_los__200n~~Cuán_bella_sale_la_naciente_aurora__0683.xml	¡Mas que hallará que le parezca hermoso	11	B-ex_subj_verb I-pb_noun_prep
Santos_Álvarez,_Miguel_de_los__200n~~Cuán_bella_sale_la_naciente_aurora__0683.xml	el que guarda en el alma dolorida,	12	I-ex_subj_verb
Rivas_Frade,_Federico__677n~~En_la_sierra__2436.xml	y al volver al oriente sus miradas	11	B-pb_adj_noun
Rivas_Frade,_Federico__677n~~En_la_sierra__2436.xml	lánguidas de cansancio y amargura,	12	I-pb_adj_noun
Flores,_Manuel_María__301n~~Genoveva__0990.xml	solitaria y dulcísima paloma	11	B-pb_adj_noun
Flores,_Manuel_María__301n~~Genoveva__0990.xml	ajena de este mundo a los azares	12	I-pb_adj_noun
Trenor,_Leopoldo__542n~~Primaveral__2008__El_secreto_de_la_vida__01.xml	y marché peregrino en seguimiento	4	B-pb_noun_prep
Trenor,_Leopoldo__542n~~Primaveral__2008__El_secreto_de_la_vida__01.xml	de ese ardiente nostálgico ardimiento.	5	I-pb_noun_prep
Muntadas_Joumet,_Juan_Federico__672n~~Inquietud__2428.xml	apaciguar estériles enojos	11	B-cc_crossclause
Muntadas_Joumet,_Juan_Federico__672n~~Inquietud__2428.xml	que al alma abruman con tenaz porfía;	12	I-cc_crossclause
Riba_Palacio,_Vicente__121n~~En_El_Escorial__0372.xml	esclavo de sí mismo, un soberano	11	B-cc_crossclause
Riba_Palacio,_Vicente__121n~~En_El_Escorial__0372.xml	que la vida cruzó sin un amigo;	12	I-cc_crossclause
Bermejo,_Enrique__620n~~El_borracho__2289.xml	es intrépido, franco y excelente	11	B-pb_adj_noun
Bermejo,_Enrique__620n~~El_borracho__2289.xml	amigo; pero juzgo sin empacho	12	B-cc_crossclause I-pb_adj_noun
Casal,_Julián_del__068n~~La_aparición__0239.xml	deleite invade a Herodes. La rojiza	4	B-pb_adj_noun I-ex_subj_verb
Casal,_Julián_del__068n~~La_aparición__0239.xml	espada fulgurante inmoviliza	5	B-ex_dobj_verb I-pb_adj_noun
Valverde_López,_Carlos__330n~~A_F._G._L.__1103.xml	y el volcán de tu verbo agigantado	11	B-ex_subj_verb I-ex_subj_verb
Valverde_López,_Carlos__330n~~A_F._G._L.__1103.xml	conformará el bastión firme y seguro	12	B-ex_subj_verb I-ex_subj_verb
Querolt,_Vicente_Wenceslao__263n~~La_fiesta_de_Venus__0853__II__02.xml	todo el golfo del África, y los senos	8	B-pb_noun_prep I-ex_dobj_verb
Querolt,_Vicente_Wenceslao__263n~~La_fiesta_de_Venus__0853__II__02.xml	de sus risueñas costas, y el enjambre	9	B-pb_noun_prep I-pb_noun_prep
Querolt,_Vicente_Wenceslao__263n~~La_fiesta_de_Venus__0853__II__02.xml	cristal, parecen cual bandada de aves	11	B-pb_adj_noun I-ex_subj_verb
Querolt,_Vicente_Wenceslao__263n~~La_fiesta_de_Venus__0853__II__02.xml	fugitivas del África, que el sueño	12	B-ex_subj_verb I-pb_adj_noun
Esteva_Ravassa,_Gaspar__177n~~A_mis_hijos__0587.xml	no la elección de vuestro amor aflija	11	B-ex_dobj_verb
Esteva_Ravassa,_Gaspar__177n~~A_mis_hijos__0587.xml	al entrañable amor de vuestro padre,	12	I-ex_dobj_verb
Betancourt,_José_Ramón_de__210n~~La_que_debo_amar__0695.xml	que en su fiel corazón guarde el tesoro	11	B-pb_noun_prep
Betancourt,_José_Ramón_de__210n~~La_que_debo_amar__0695.xml	de mi honor, mi consuelo y mi ventura.	12	I-pb_noun_prep
Monte,_Ricardo_del__647n~~La_idea_de_Cervantes__2389.xml	Cervantes culto a la Razón, su mente	11	B-ex_subj_verb I-ex_subj_verb
Monte,_Ricardo_del__647n~~La_idea_de_Cervantes__2389.xml	no fue apodar vuestra virtud demencia!	12	I-ex_subj_verb
López_Velarde,_Ramón__290n~~Del_seminario__0968.xml	en las misas solemnes, cuando brillaba oro	11	B-pb_noun_prep I-ex_subj_verb
López_Velarde,_Ramón__290n~~Del_seminario__0968.xml	de casullas y mitras, en aquellas mañanas	12	B-pb_noun_prep I-pb_noun_prep
Navarro_Montes_de_Oca,_José__155n~~El_mar...__0466.xml	era un ala tendida. Blanca estela	11	B-ex_subj_verb
Navarro_Montes_de_Oca,_José__155n~~El_mar...__0466.xml	quedó en la solas tras la frágil barca;	12	I-ex_subj_verb
Herrera_y_Reissig,_Julio__363n~~El_crepúsculo_del_martirio__1335.xml	que no tuviera eco... La cristiana	4	B-pb_adj_noun I-cc_crossclause
Herrera_y_Reissig,_Julio__363n~~El_crepúsculo_del_martirio__1335.xml	viudez de aquella hora en la campana,	5	I-pb_adj_noun
Herrera_y_Reissig,_Julio__363n~~El_crepúsculo_del_martirio__1335.xml	superficialidad de tus halagos	11	B-ex_subj_verb I-pb_adj_noun
Herrera_y_Reissig,_Julio__363n~~El_crepúsculo_del_martirio__1335.xml	se arrepintió en el mar... Y en las riberas	12	I-ex_subj_verb
Ortiz,_Carlos__151n~~Llanto_por_una_muerte__0452.xml	y no ayuda alejando la conciencia	11	B-pb_verb_cprep
Ortiz,_Carlos__151n~~Llanto_por_una_muerte__0452.xml	de la imagen del cuerpo sepultado.	12	I-pb_verb_cprep
Pezoa_Véliz,_Carlos__322n~~Cuerdas_heridas__1077.xml	Igual al cisne que a lo lejos pierde	11	B-ex_dobj_verb
Pezoa_Véliz,_Carlos__322n~~Cuerdas_heridas__1077.xml	su busto en sueños de oriental pereza,	12	I-ex_dobj_verb
Lles,_Francisco__090n~~III__0313.xml	de purezas y amor, desvanecida	11	B-ex_subj_verb I-pb_noun_prep
Lles,_Francisco__090n~~III__0313.xml	la fe, con el pasado en desacuerdo,	12	I-ex_subj_verb
Alcalde_Sánchez_Toscano,_José_María__317n~~Ante_el_cuadro_«La_rendición_de_Granada»__1039.xml	y miro en el monarca victorioso	11	B-ex_dobj_verb
Alcalde_Sánchez_Toscano,_José_María__317n~~Ante_el_cuadro_«La_rendición_de_Granada»__1039.xml	de su talento colosal la llama;	12	I-ex_dobj_verb
Agustini,_Delmira__321n~~Florecimiento__1048.xml	sangrar se oiría. Rueda en los momentos	4	B-ex_subj_verb I-pb_adj_noun
Agustini,_Delmira__321n~~Florecimiento__1048.xml	una palabra insólita, caída	5	B-ex_subj_verb I-ex_subj_verb
Agustini,_Delmira__321n~~Florecimiento__1048.xml	tal manos frescas, ¡ah!... ¿por qué tormentos	8	B-pb_adj_noun I-ex_dobj_verb
Agustini,_Delmira__321n~~Florecimiento__1048.xml	misteriosos los rostros palidecen	9	B-pb_verb_adv I-pb_adj_noun
Palacios,_Pedro_B._«Almafuerte»__560n~~¡Molto_piu_avanti_ancora!__2055.xml	cómo ansía las nubes el desierto	11	B-ex_subj_verb
Palacios,_Pedro_B._«Almafuerte»__560n~~¡Molto_piu_avanti_ancora!__2055.xml	sin que a ninguno su ansiedad confíe.	12	I-ex_subj_verb
Rodajo,_Andrés__112n~~Soneto__0360.xml	¡Todo sucumbe ante el fatal destino	11	B-cc_crossclause I-pb_noun_prep
Rodajo,_Andrés__112n~~Soneto__0360.xml	que el universo como ley proclama!	12	I-cc_crossclause
Maristany,_Fernando__629n~~Remy_Belleau__2321.xml	ya presto a abandonarla, y de besar de nuevo	11	B-ex_dobj_verb
Maristany,_Fernando__629n~~Remy_Belleau__2321.xml	su pecho nacarado, de ver sus lindos ojos,	12	I-ex_dobj_verb
Silva,_José_Asunción__409n~~A_Ariadna__1613.xml	con la nostalgia se encontrara a solas	11	B-pb_adj_prep
Silva,_José_Asunción__409n~~A_Ariadna__1613.xml	sobre las aguas de la mar gigante	12	I-pb_adj_prep
Reyes,_Arturo__245n~~A_Málaga__0793.xml	dar ya fin para siempre a mi camino	11	B-pb_noun_prep I-ex_dobj_verb
Reyes,_Arturo__245n~~A_Málaga__0793.xml	del zafir de tu cielo a los fulgores,	12	I-pb_noun_prep
Méndez,_Evaristo__071n~~Diálogo_pastoral__0248.xml	al lado de los oros de tu cabello. El Hada	11	B-ex_subj_verb I-ex_subj_verb
Méndez,_Evaristo__071n~~Diálogo_pastoral__0248.xml	eres de esta pradera. Yo quiero ser la reina	12	B-pb_noun_prep I-ex_subj_verb
Fernández_y_González,_Esteban__483n~~¡1904!__1828.xml	¡Vanos efluvios de fugaz esencia	11	B-cc_crossclause
Fernández_y_González,_Esteban__483n~~¡1904!__1828.xml	que acrecientan efímeras pasiones!	12	I-cc_crossclause
Yanguas,_Aurelio__315n~~El_beso_de_Judas__1029.xml	no siempre con el ósculo va unida	11	B-ex_subj_verb
Yanguas,_Aurelio__315n~~El_beso_de_Judas__1029.xml	la savia de bondad, de amor el brote.	12	I-ex_subj_verb
Lebrón,_Miguel__360n~~¡Primavera!__1266.xml	al sol primaveral cuyos fulgores	11	B-ex_subj_verb I-pb_noun_prep
Lebrón,_Miguel__360n~~¡Primavera!__1266.xml	vibran cual notas llenas de armonía,	12	I-ex_subj_verb
Zorrilla,_José__149n~~A_S._M._el_rey_Alfonso_XII_en_la_muerte_de_S._M._l__0432.xml	si os hizo ¡oh Rey! el corazón pedazos	11	B-ex_subj_verb
Zorrilla,_José__149n~~A_S._M._el_rey_Alfonso_XII_en_la_muerte_de_S._M._l__0432.xml	de la muerte al herirla la guadaña,	12	I-ex_subj_verb
Nápoles_Fajardo,_Juan_Cristóbal__505n~~Mis_resabios__1897.xml	hablar poco y burlarme de aquel hombre	11	B-cc_crossclause
Nápoles_Fajardo,_Juan_Cristóbal__505n~~Mis_resabios__1897.xml	que por sabio pasando, es un jumento.	12	I-cc_crossclause
Estrada,_Ángel_de__416n~~Calma__1645.xml	al cruzar por el diáfano paisaje	11	B-pb_noun_prep I-pb_verb_chain
Estrada,_Ángel_de__416n~~Calma__1645.xml	de alma, fuente y estatua, con anhelo	12	B-pb_noun_prep I-pb_noun_prep
Piedra,_Francisco_Sisto__054n~~El_cráneo_de_la_selva__0176.xml	del grito postrimero de su inerte	11	B-pb_adj_noun I-pb_noun_prep
Piedra,_Francisco_Sisto__054n~~El_cráneo_de_la_selva__0176.xml	boca, o con el alma estremecida,	12	I-pb_adj_noun
Pérez_y_González,_Felipe__143n~~A_los_Santos_Reyes__0410.xml	Manolito Jesús..., pedid sin tasa	11	B-ex_dobj_verb I-ex_dobj_verb
Pérez_y_González,_Felipe__143n~~A_los_Santos_Reyes__0410.xml	que por España siga procurando;	12	I-ex_dobj_verb
Molina,_Juan_Ramón__214n~~Péscame_una_sirena__0703.xml	que es como el aleve de la mujer. El sol	11	B-ex_dobj_verb
Molina,_Juan_Ramón__214n~~Péscame_una_sirena__0703.xml	la mirará mañana entre mis brazos loca,	12	I-ex_dobj_verb
Althaus,_Clemente__373n~~El_hablador__1386.xml	y a tanta reunión la antes escasa	11	B-pb_adj_noun
Althaus,_Clemente__373n~~El_hablador__1386.xml	sala se desocupa, y solamente	12	I-pb_adj_noun
Peris_y_Pascual,_José__621n~~Ante_el_sepulcro_del_mismo__2297.xml	tal veo en tu sepulcro convertida	11	B-ex_subj_verb
Peris_y_Pascual,_José__621n~~Ante_el_sepulcro_del_mismo__2297.xml	la sombra funeral en luz de gloria,	12	I-ex_subj_verb
Querolt,_Vicente_Wenceslao__263n~~La_fiesta_de_Venus__0853__III__03.xml	yacen inmobles semejando aquellas	11	B-pb_relword
Querolt,_Vicente_Wenceslao__263n~~La_fiesta_de_Venus__0853__III__03.xml	escenas de los dioses que el eterno	12	B-pb_adj_noun I-pb_relword
Borrero,_Juana__354n~~Crepuscular__1236.xml	se escucha el aleteo de los cisnes	4	B-cc_crossclause
Borrero,_Juana__354n~~Crepuscular__1236.xml	que, como un grupo de nevadas flores,	5	I-cc_crossclause
Morales,_Sebastián_Alfredo_de__465n~~A_Nactalia__1771__I__01.xml	y aunque el tiempo veloz la pompa ultraje	11	B-pb_noun_prep
Morales,_Sebastián_Alfredo_de__465n~~A_Nactalia__1771__I__01.xml	de ese tu brillo juvenil lozano,	12	I-pb_noun_prep
Morales,_Tomás__633n~~Vamos_llegando_en_medio...__2333.xml	que hasta el viento parece que ha muerto en la bahía...	8	B-cc_crossclause I-cc_crossclause
Morales,_Tomás__633n~~Vamos_llegando_en_medio...__2333.xml	Entramos lentamente; a nuestro lado quedan	9	B-ex_subj_verb I-cc_crossclause
Herrera_y_Reissig,_Julio__363n~~Nirvana_crepuscular__1319.xml	materialización de una quimera...	8	B-pb_adj_noun I-pb_adj_noun
Herrera_y_Reissig,_Julio__363n~~Nirvana_crepuscular__1319.xml	En consubstanciación con aquel bello	9	B-pb_adj_noun I-pb_adj_noun
Herrera_y_Reissig,_Julio__363n~~Nirvana_crepuscular__1319.xml	te inanimaste... Una ideal pereza	11	B-ex_subj_verb
Herrera_y_Reissig,_Julio__363n~~Nirvana_crepuscular__1319.xml	mimó tu rostro de incitante vello,	12	I-ex_subj_verb
Ortiz,_Carlos__151n~~Soneto__0441.xml	y a la estrella acorrala con su lanza	11	B-pb_noun_prep
Ortiz,_Carlos__151n~~Soneto__0441.xml	de albo rayo, fatal como ninguna.	12	I-pb_noun_prep
Herrera_y_Reissig,_Julio__363n~~El_ángelus__1331.xml	detiénese el labriego y se descubre, y arde	11	B-ex_dobj_verb
Herrera_y_Reissig,_Julio__363n~~El_ángelus__1331.xml	su mirada en la súplica de piadosos consejos...	12	I-ex_dobj_verb
Milanés,_María_Luisa__101n~~No_pude_comprender__0339.xml	Claro que para ti es un paraíso	4	B-ex_subj_verb
Milanés,_María_Luisa__101n~~No_pude_comprender__0339.xml	mirar tus ojos bellos y tu seno,	5	I-ex_subj_verb
Gutiérrez_Alea,_Lino__548n~~Sentimental__2020.xml	Y la albura del fuerte allá en el cielo	11	B-ex_subj_verb I-ex_subj_verb
Gutiérrez_Alea,_Lino__548n~~Sentimental__2020.xml	se extinguió lentamente, como muere	12	B-ex_subj_verb I-ex_subj_verb
Trueba,_Antonio_de__118n~~Soneto__0366.xml	con celadas que no usan ni las sordas	11	B-pb_noun_prep
Trueba,_Antonio_de__118n~~Soneto__0366.xml	de taparrabo y tez de chocolate,	12	I-pb_noun_prep
Urbach,_Carlos_Póo__031n~~Lampo__0083.xml	que tu dulce visión consoladora	11	B-ex_subj_verb
Urbach,_Carlos_Póo__031n~~Lampo__0083.xml	se refleja en mi vida un solo instante,	12	I-ex_subj_verb
Herrera_y_Reissig,_Julio__363n~~Epitalamio_ancestral__1324.xml	Sobre mi corazón, los hierofantes	11	B-ex_subj_verb
Herrera_y_Reissig,_Julio__363n~~Epitalamio_ancestral__1324.xml	ungieron tu sandalia, urna de raso,	12	I-ex_subj_verb
Alarcón,_Pedro_Antonio_de__404n~~Desaliento__1561.xml	Lloramos... y la ajena indiferencia	11	B-ex_subj_verb I-ex_subj_verb
Alarcón,_Pedro_Antonio_de__404n~~Desaliento__1561.xml	mi risa provocó, secó tu llanto...	12	I-ex_subj_verb
Urbach,_Carlos_Póo__031n~~In_extremis__0067.xml	que bordan los linderos del camino	11	B-cc_crossclause I-cc_crossclause
Urbach,_Carlos_Póo__031n~~In_extremis__0067.xml	donde en áspero lecho de fría piedra	12	B-cc_crossclause I-cc_crossclause
Bertolín_Peña,_Manuel__578n~~En_la_noche_romántica__2096.xml	del rosal ilusión. ¡Oh mi Amada, gocemos	8	B-ex_dobj_verb I-pb_noun_prep
Bertolín_Peña,_Manuel__578n~~En_la_noche_romántica__2096.xml	el nocturno amoroso! Escucha los diversos	9	B-pb_relword I-ex_dobj_verb
Figueroa,_Rudolfo__401n~~Pinceladas__1530__VIII__08.xml	y entre tanto rumor que se derrama	11	B-pb_verb_chain
Figueroa,_Rudolfo__401n~~Pinceladas__1530__VIII__08.xml	predomina el monótono voceo	12	B-ex_dobj_verb I-pb_verb_chain
Othón,_Manuel_José__408n~~Soneto__1598.xml	Los últimos reflejos de luz flava	11	B-ex_subj_verb
Othón,_Manuel_José__408n~~Soneto__1598.xml	en el límite brilla del potrero	12	B-ex_subj_verb I-ex_subj_verb
Goygoechea_Menéndez,_Martín__367n~~Soneto__1356.xml	que alza el Aquidabán. Alguna enseña	8	B-pb_adj_noun I-cc_crossclause
Goygoechea_Menéndez,_Martín__367n~~Soneto__1356.xml	deshilachada, trágica, en la brisa	9	I-pb_adj_noun
Ortiz,_Carlos__151n~~Espuma_de_mar__0445.xml	Y arrastrada a la orilla, consumado	11	B-ex_dobj_verb
Ortiz,_Carlos__151n~~Espuma_de_mar__0445.xml	su esponjoso vigor, sobre el costado	12	I-ex_dobj_verb
Herrera_y_Reissig,_Julio__363n~~La_liga__1309.xml	la tarde... Tu mirada se hizo muda	11	B-pb_adj_prep I-ex_dobj_verb
Herrera_y_Reissig,_Julio__363n~~La_liga__1309.xml	al erótico ritmo; ¡y desde el pardo	12	B-pb_adj_noun I-pb_adj_prep
Mendoza,_Carlos__637n~~Mayo__2349.xml	y aspiran a alcanzar gloria inmortal	11	B-ex_subj_verb
Mendoza,_Carlos__637n~~Mayo__2349.xml	los émulos de Goya y de Van Dick,	12	I-ex_subj_verb
Goygoechea_Menéndez,_Martín__367n~~Soneto__1357.xml	Cuatro supervivientes, -cuatro lentas	8	B-pb_adj_noun
Goygoechea_Menéndez,_Martín__367n~~Soneto__1357.xml	figuras espectrales- se movieron...	9	B-pb_adj_noun I-pb_adj_noun
Balart,_Federico__172n~~A_la_primavera__0566.xml	Mientras el mundo tu perpetuo encanto	11	B-ex_subj_verb
Balart,_Federico__172n~~A_la_primavera__0566.xml	saluda en himno de entusiasmo eterno,	12	I-ex_subj_verb
Munizaga_Ossandón,_Julio__312n~~Soneto__1019.xml	prosigue su tarea, y así rehace	11	B-ex_dobj_verb
Munizaga_Ossandón,_Julio__312n~~Soneto__1019.xml	su obra. Inconcluso ella me reanude.	12	I-ex_dobj_verb
Val,_Mariano_Miguel_de__092n~~Desde_El_Pilar__0317.xml	y su casco de oro de opulenta cimera	11	B-pb_relword
Val,_Mariano_Miguel_de__092n~~Desde_El_Pilar__0317.xml	coronada de nubes como plumas de raso	12	I-pb_relword
Fernández,_Cayetano__246n~~Soneto__0798.xml	Ni refrena el ardor, ni aguarda, ansioso	11	B-pb_adj_prep
Fernández,_Cayetano__246n~~Soneto__0798.xml	de sorberse la tierra, el clarín bélico.	12	I-pb_adj_prep
